review_id,content,sentiment_label,sentiment_score,bank,themes,spacy_keywords,processed_text
243,WAW!!! I AM PROUD!!! MY STRONG BANK WORKS AT BEST EVEN IN A REMOTE LOCATION HERE IN MALABO (ECUATORIAL GUINEA). MEWOLID MUBARAK CBE!!!,positive,0.5595052083333334,Commercial Bank of Ethiopia,['Other'],"['proud', 'strong', 'bank', 'work', 'remote', 'location', 'malabo', 'ecuatorial', 'guinea', 'mewolid']",waw proud strong bank work best remote location malabo ecuatorial guinea mewolid mubarak cbe
244,zinaa Ahmed,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],zinaa ahmed
245,absolutely excellent,positive,1.0,Commercial Bank of Ethiopia,['Other'],['excellent'],absolutely excellent
246,amazing app,positive,0.6000000000000001,Commercial Bank of Ethiopia,['Other'],"['amazing', 'app']",amazing app
247,perfect and easy,positive,0.7166666666666667,Commercial Bank of Ethiopia,['Other'],['perfect'],perfect easy
248,fastest,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['fast'],fast
249,My account is not working,neutral,0.0,Commercial Bank of Ethiopia,['Other'],"['account', 'work']",account work
250,The recent update is not optimized fir latest version of android,positive,0.25,Commercial Bank of Ethiopia,['Feature Requests'],"['recent', 'update', 'version', 'android']",recent update optimize fir late version android
251,topp,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],topp
252,I appreciate it,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['appreciate'],appreciate
253,v.good app,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],app
254,sahib amin jamal,neutral,0.0,Commercial Bank of Ethiopia,['Other'],"['sahib', 'amin', 'jamal']",sahib amin jamal
255,installi,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],installi
256,very good apps,positive,0.9099999999999999,Commercial Bank of Ethiopia,['Other'],"['good', 'app']",good app
257,the app say it is not compatible with ur phone can u fix it it is not updating.,neutral,0.0,Commercial Bank of Ethiopia,['Feature Requests'],"['compatible', 'phone', 'u', 'fix', 'update']",app compatible ur phone u fix update
258,"I would like to give you some feedback on Current update, its very nice and easy to use👍 but in some button there is still not improved For example while iwant to check my recent Txn it not well sequenced and arranged or some txn may not appear ... becouse of this i see many of users of this app discomferted maily merchants and those make High txn daily. improve and miximize the txn shown to 300 up to 500. make Searchable Recent txn button! All in all the bank i Relly on! CBE my bank !",positive,0.23416666666666666,Commercial Bank of Ethiopia,"['User Interface & Experience', 'Feature Requests']","['feedback', 'current', 'update', 'easy', 'use', 'button', 'example', 'iwant', 'check', 'recent', 'sequence', 'arrange', 'appear', 'becouse', 'discomferte', 'merchant', 'daily', 'improve', 'miximize', 'searchable', 'recent']",like feedback current update nice easy use button improve example iwant check recent txn sequence arrange txn appear becouse user app discomferte maily merchant high txn daily improve miximize txn show searchable recent txn button bank relly cbe bank
259,tinishu titiba,neutral,0.0,Commercial Bank of Ethiopia,['Other'],"['tinishu', 'titiba']",tinishu titiba
260,"essy to use ,has great interface and user-friendly g",positive,0.8,Commercial Bank of Ethiopia,['User Interface & Experience'],"['use', 'great', 'interface', 'user', 'friendly']",essy use great interface user friendly g
261,Yuuuuu,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],yuuuuu
262,I found it very much friendly,positive,0.375,Commercial Bank of Ethiopia,['Other'],"['find', 'friendly']",find friendly
263,"Very useful app, while we use CBE.",positive,0.39,Commercial Bank of Ethiopia,['Other'],"['useful', 'app', 'use', 'cbe']",useful app use cbe
264,woooow,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['woooow'],woooow
265,Redmi,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['redmi'],redmi
266,kamil aweil,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['aweil'],kamil aweil
267,In your next update can you come with night mode future,neutral,0.0,Commercial Bank of Ethiopia,['Feature Requests'],"['update', 'night', 'mode', 'future']",update come night mode future
268,"Truly, super competitive when compared to a well known app nowadays functioning broadly by simplest features and means namely known as Telebirr super app, Thus, CBE is my top ultimate choice that I prefer over the other bank due to its beautiful power of lead as a result I could recommend CBE to others because of its service provision via ethical principles and practice for customers satisfaction with existence of constraints and challenges face from burglary and froudalent hacker. Thank you !",positive,0.2310185185185185,Commercial Bank of Ethiopia,"['Customer Support', 'Feature Requests']","['competitive', 'compare', 'know', 'function', 'simple', 'feature', 'mean', 'know', 'ultimate', 'choice', 'prefer', 'bank', 'beautiful', 'power', 'lead', 'result', 'recommend', 'cbe', 'service', 'provision', 'ethical', 'principle', 'practice', 'customer', 'satisfaction', 'existence', 'constraint', 'challenge', 'face', 'burglary', 'froudalent', 'hacker', 'thank']",truly super competitive compare know app nowadays function broadly simple feature mean know telebirr super app cbe ultimate choice prefer bank beautiful power lead result recommend cbe service provision ethical principle practice customer satisfaction existence constraint challenge face burglary froudalent hacker thank
269,mayreba app you its better if you use other banks,positive,0.1875,Commercial Bank of Ethiopia,['Other'],"['use', 'bank']",mayreba app well use bank
270,Not Prefect Transfer To Other Bank The Mony Not Deliverd Imidetliy Take Three Or Five Days,negative,-0.125,Commercial Bank of Ethiopia,['Transaction Performance'],"['prefect', 'transfer']",prefect transfer bank mony deliverd imidetliy day
271,let us know before you shut down the app,negative,-0.15555555555555559,Commercial Bank of Ethiopia,['Other'],"['let', 'know', 'shut', 'app']",let know shut app
272,excited,positive,0.375,Commercial Bank of Ethiopia,['Other'],['excite'],excite
273,amizing,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['amize'],amize
274,love it,positive,0.5,Commercial Bank of Ethiopia,['Other'],['love'],love
275,yes it is v good,positive,0.7,Commercial Bank of Ethiopia,['Other'],['good'],yes v good
276,A great update in the Mobile Banking Application. Thanks for the System and customization department,positive,0.5,Commercial Bank of Ethiopia,['Feature Requests'],"['great', 'update', 'mobile', 'banking', 'application', 'thank', 'system', 'customization', 'department']",great update mobile banking application thank system customization department
277,this app is smart.,positive,0.21428571428571427,Commercial Bank of Ethiopia,['Other'],['smart'],app smart
278,I am happy,positive,0.8,Commercial Bank of Ethiopia,['Other'],['happy'],happy
279,Still I have not face critical problems sometimes delay to open,neutral,0.0,Commercial Bank of Ethiopia,['Transaction Performance'],"['face', 'critical', 'problem', 'delay', 'open']",face critical problem delay open
280,The connection between bank and the app is lag relationship this must be corrected.,neutral,0.0,Commercial Bank of Ethiopia,['Other'],"['lag', 'relationship', 'correct']",connection bank app lag relationship correct
281,I have forgotten mobail banking password,neutral,0.0,Commercial Bank of Ethiopia,['Account Access Issues'],"['forget', 'mobail', 'banking', 'password']",forget mobail banking password
282,Thank you,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['thank'],thank
283,muktaar Abraahim,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],muktaar abraahim
284,🤞Good One,neutral,0.0,Commercial Bank of Ethiopia,['Other'],['good'],good
285,why does it say change pin to 6 digits is that right?,positive,0.2857142857142857,Commercial Bank of Ethiopia,['Other'],"['change', 'pin', 'digit', 'right']",change pin digit right
286,One of the worst mobile banking apps in Ethiopia. You can't access your txn record for more than 2 weeks.,negative,-0.25,Commercial Bank of Ethiopia,['Account Access Issues'],"['bad', 'mobile', 'banking', 'app', 'ethiopia', 'access', 'record', 'week']",bad mobile banking app ethiopia access txn record week
287,i like it and aprshat.,neutral,0.0,Commercial Bank of Ethiopia,['Other'],[],like aprshat
288,"The app has some issues I updated recently and now I am not able to send funds to my telebirr wallet, also we need to have a place we save our contacts where we usually send money to, after update I keep loosing all the important accounts.",neutral,-0.024999999999999994,Commercial Bank of Ethiopia,['Feature Requests'],"['issue', 'update', 'able', 'fund', 'wallet', 'need', 'place', 'save', 'contact', 'send', 'money', 'update', 'loose', 'important', 'account']",app issue update recently able send fund telebirr wallet need place save contact usually send money update loose important account
289,best app and easy to use,positive,0.7166666666666667,Commercial Bank of Ethiopia,['Other'],"['good', 'app', 'easy', 'use']",good app easy use
290,doesn't work unless with data doesn't refresh fast other wise functions ok but after the update transferring to telebirr is not working,positive,0.31875,Commercial Bank of Ethiopia,"['Transaction Performance', 'Feature Requests']","['refresh', 'fast', 'wise', 'function', 'update', 'transfer', 'work']",work datum refresh fast wise function ok update transfer telebirr work
291,List of transactions can't load over months and years..,neutral,0.0,Commercial Bank of Ethiopia,['Transaction Performance'],"['list', 'transaction', 'load', 'month', 'year']",list transaction load month year
292,transferring money to telebirr is not working,neutral,0.0,Commercial Bank of Ethiopia,['Transaction Performance'],"['transfer', 'money', 'telebirr', 'work']",transfer money telebirr work
293,I don't Like this app and there service fee is highl,neutral,0.0,Commercial Bank of Ethiopia,['Customer Support'],"['app', 'service', 'fee', 'highl']",like app service fee highl
294,አዲሱ Update ጥሩ አይደለም. Update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን Save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል.,neutral,0.0,Commercial Bank of Ethiopia,['Feature Requests'],"['update', 'update']",አዲሱ update ጥሩ አይደለም update ካደረግኩት በኋላ ከዚህ በፊት ስላላክባቸው የነበሩትን save አድርጎ ይዞት የነበረውን ሁሉንም የሰዎች አካውንቶች አጥፍቶብኛል
295,this application do not show over all transaction history,neutral,0.0,Commercial Bank of Ethiopia,['Transaction Performance'],"['application', 'transaction', 'history']",application transaction history
296,Make the reason we wrote visible on app transaction.,neutral,0.0,Bank of Abyssinia,['Transaction Performance'],"['reason', 'write', 'visible', 'app', 'transaction']",reason write visible app transaction
297,app is note active working crash,negative,-0.13333333333333333,Bank of Abyssinia,['Other'],"['note', 'active', 'working', 'crash']",app note active working crash
298,goof,neutral,0.0,Bank of Abyssinia,['Other'],['goof'],goof
299,good!,positive,0.875,Bank of Abyssinia,['Other'],['good'],good
300,good jop,positive,0.7,Bank of Abyssinia,['Other'],['jop'],good jop
301,bad exprience...it is so crushed,negative,-0.3999999999999999,Bank of Abyssinia,['Other'],"['bad', 'exprience', 'crush']",bad exprience crushed
302,not user friendly at all it requires a huge connectivity and also lags many times 😑😑😑,positive,0.42500000000000004,Bank of Abyssinia,['Other'],"['user', 'require', 'huge', 'connectivity', 'lag', 'time']",user friendly require huge connectivity lag time
303,most of the time is not working properly,positive,0.25,Bank of Abyssinia,['Other'],"['time', 'work']",time work properly
304,good service,positive,0.7,Bank of Abyssinia,['Customer Support'],"['good', 'service']",good service
305,not use for me,neutral,0.0,Bank of Abyssinia,['Other'],['use'],use
306,It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,positive,0.06818181818181818,Bank of Abyssinia,['Feature Requests'],"['notify', 'disable', 'developer', 'option', 'quiet', 'enable', 'bring', 'type', 'problem', 'new', 'update']",keep notify disable developer option quiet enable bring type problem new update
307,waw,neutral,0.0,Bank of Abyssinia,['Other'],['waw'],waw
308,the lag is unbelievable when you need it the most this suks,positive,0.125,Bank of Abyssinia,['Other'],"['unbelievable', 'need', 'suks']",lag unbelievable need suks
309,I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,negative,-0.13333333333333333,Bank of Abyssinia,['Other'],"['belive', 'find', 'bad', 'bank', 'app', 'simple', 'fix', 'problem', 'company', 'ignore', 'body', 'business', 'app']",not belive find bad bank app simple fix problem company ignore body business kind app
310,it is a good app,positive,0.7,Bank of Abyssinia,['Other'],"['good', 'app']",good app
311,it is not working at all,neutral,0.0,Bank of Abyssinia,['Other'],['work'],work
312,🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,positive,0.21227272727272725,Bank of Abyssinia,['Account Access Issues'],"['app', 'good', 'enter', 'otp', 'code', 'write', 'want', 'self', 'write', 's', 'fair', 'wise']",app good live abroad enter otp code not write code app want self write s fair wise like
313,when trying to activate the app it keeps on loading on the security questions page. It has been two days,neutral,0.0,Bank of Abyssinia,['Other'],"['try', 'activate', 'app', 'load', 'security', 'question', 'page', 'day']",try activate app keep load security question page day
314,fast and simple,positive,0.1,Bank of Abyssinia,['Other'],"['fast', 'simple']",fast simple
315,best of best,positive,1.0,Bank of Abyssinia,['Other'],"['good', 'good']",good good
316,Worest Banking App Ever I seen. Fake App Bad Better to Leave,negative,-0.23333333333333325,Bank of Abyssinia,['Other'],"['wor', 'banking', 'app', 'fake', 'app', 'bad', 'leave']",worest banking app see fake app bad better leave
317,"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",positive,0.2333333333333333,Bank of Abyssinia,['Other'],"['share', 'feedback', 'application', 'experience', 'disruption', 'function', 'freeze', 'fail', 'load', 'issue', 'affect', 'workflow', 'efficiency', 'review', 'address', 'problem', 'ensure', 'smoother', 'performance']",like share feedback application frequently experience disruption function properly freeze fail load issue affect workflow efficiency kindly review address problem ensure smoother performance
318,Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,positive,0.2,Bank of Abyssinia,['Other'],"['meet', 'genuine', 'app', 'try', 'boa', 'digitalyworld', 'digitalyworld', 'thank']",meet genuine app try boa ethiopia digitalyworld digitalyworld thank
319,"Barely works, it always fails to connect",negative,-0.225,Bank of Abyssinia,['Other'],"['work', 'fail', 'connect']",barely work fail connect
320,my fav app,neutral,0.0,Bank of Abyssinia,['Other'],[],fav app
321,this app launch time is so long also has dozen bugs in addition it's has been long time get update,neutral,-0.05,Bank of Abyssinia,['Feature Requests'],"['launch', 'time', 'long', 'dozen', 'bug', 'addition', 'long', 'time', 'update']",app launch time long dozen bug addition long time update
322,"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",positive,0.13874999999999998,Bank of Abyssinia,['Other'],"['application', 'irritate', 'use', 'functionality', 'work', 'card', 'management', 'need', 'good', 'idea', 'reference', 'banking', 'application']",application irritate use functionality work like card management need well good idea reference banking application
323,I like,neutral,0.0,Bank of Abyssinia,['Other'],[],like
324,i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,negative,-0.16625,Bank of Abyssinia,"['Transaction Performance', 'Feature Requests']","['m', 'sorry', 'work', 'android', 'slow', 'bank', 'fast', 'update']",m sorry work android slow bank fast update
325,"the worst app ever,",negative,-1.0,Bank of Abyssinia,['Other'],"['bad', 'app']",bad app
326,better,positive,0.5,Bank of Abyssinia,['Other'],[],well
327,"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",neutral,-0.018000000000000016,Bank of Abyssinia,['Transaction Performance'],"['mobile', 'slow', 'numerous', 'problem', 'experience', 'downtime', 'user', 'experience', 'poor', 'thank']",kindly request bank abyssinia address issue mobile app slow numerous problem frequently experience downtime user experience poor thank
328,this app can't open? what is problem? please solve my problem?,neutral,0.0,Bank of Abyssinia,['Other'],"['app', 'open', 'problem', 'solve', 'problem']",app open problem solve problem
329,kiyaa makonn,neutral,0.0,Bank of Abyssinia,['Other'],[],kiyaa makonn
330,very very lazy app,negative,-0.325,Bank of Abyssinia,['Other'],"['lazy', 'app']",lazy app
331,telebirr remittance,neutral,0.0,Bank of Abyssinia,['Other'],['remittance'],telebirr remittance
332,The best bank in 🇪🇹,positive,1.0,Bank of Abyssinia,['Other'],"['good', 'bank']",good bank
333,the worst app in my financial experience.,negative,-0.5,Bank of Abyssinia,['Other'],"['bad', 'app', 'financial', 'experience']",bad app financial experience
334,good for mb appliciation,positive,0.7,Bank of Abyssinia,['Other'],"['good', 'appliciation']",good mb appliciation
335,the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,negative,-0.7666666666666666,Bank of Abyssinia,['Transaction Performance'],"['bad', 'bank', 'slow', 'accept', 'dual', 'sim', 'stupid', 'greedy']",bad bank slow accept dual sim stupid greedy
336,try to easy network,positive,0.43333333333333335,Bank of Abyssinia,['Other'],"['try', 'easy', 'network']",try easy network
337,hussen hassen umer,neutral,0.0,Bank of Abyssinia,['Other'],[],hussen hassen umer
338,"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",positive,0.2398809523809524,Bank of Abyssinia,"['User Interface & Experience', 'Feature Requests']","['app', 'suitable', 'lack', 'good', 'ui', 'design', 'large', 'bank', 'update', 'professional', 'ui', 'appropriate']",app suitable lack good ui design large bank update app professional ui fast appropriate
339,an exceptional banking app.,positive,0.6666666666666666,Bank of Abyssinia,['Other'],"['exceptional', 'banking', 'app']",exceptional banking app
340,alhamdulilah,neutral,0.0,Bank of Abyssinia,['Other'],[],alhamdulilah
341,poor,negative,-0.4,Bank of Abyssinia,['Other'],['poor'],poor
342,from the last week updates the app is not working Please check the problems,neutral,0.0,Bank of Abyssinia,['Feature Requests'],"['week', 'update', 'app', 'work', 'check', 'problem']",week update app work check problem
343,It's always crushing,positive,0.4,Bank of Abyssinia,['Other'],['crush'],crush
344,office branches have to improve their services please,neutral,0.0,Bank of Abyssinia,['Customer Support'],"['office', 'branch', 'improve', 'service']",office branch improve service
345,Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,positive,0.5,Bank of Abyssinia,['Other'],"['crash', 'use', 'customer', 'deal', 'send', 'money']",crash use boa well customer deal send money
346,it needs a timely update,neutral,0.0,Bank of Abyssinia,['Feature Requests'],"['need', 'timely', 'update']",need timely update
347,"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",negative,-0.26,Bank of Abyssinia,"['Transaction Performance', 'Feature Requests']","['person', 'send', 'money', 'request', 'receipt', 'difficult', 'different', 'people', 'transfer', 'different', 'bank', 'difficult', 'identify', 'account', 'sender']",person send money request receipt difficult different people transfer different bank difficult identify account sender
348,I can't type my otp on it.,neutral,0.0,Bank of Abyssinia,['Other'],['type'],type otp
349,"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",positive,0.18181818181818182,Bank of Abyssinia,['Other'],"['link', 'ethiopian', 'phone', 'number', 'live', 'open', 'boa', 'account', 'tell', 'live', 'link', 'email', 'address', 'phone', 'ethio', 'phone', 'number', 'work', 'live', 'fear', 'appear', 'change', 'phone', 'device', 'send', 'code', 'ethio', 'number', 'u', 'develop', 'bank', 'consider', 'diaspora', 'community', 'use']",bank app ethiopia link ethiopian phone number live permanently open boa account tell live link email address instead phone ethio phone number work live unfortunetly fear appear change phone device send code ethio number u develop bank app consider diaspora community use ur app
350,jaajja,neutral,0.0,Bank of Abyssinia,['Other'],[],jaajja
351,I love this bank the best experience ever.,positive,0.75,Bank of Abyssinia,['Other'],"['bank', 'good', 'experience']",love bank good experience
352,"Nothing has been improved, it doesn't work like the previous version.",negative,-0.16666666666666666,Bank of Abyssinia,['Other'],"['improve', 'work', 'previous', 'version']",improve work like previous version
353,easy and fast,positive,0.31666666666666665,Bank of Abyssinia,['Other'],"['easy', 'fast']",easy fast
354,mobile banking,neutral,0.0,Bank of Abyssinia,['Other'],"['mobile', 'banking']",mobile banking
355,"need alot of connection, chooses device, very lug even when there is connection",positive,0.2,Bank of Abyssinia,['Other'],"['need', 'alot', 'connection', 'choose', 'device', 'lug', 'connection']",need alot connection choose device lug connection
356,On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,positive,0.4,Bank of Abyssinia,['Transaction Performance'],"['perfect', 'android', 'barley', 'work', 'transfer', 'crush', 'stop', 'work', 'fix', 'issue']",io perfect android barley work transfer crush totally stop work fix issue beloved bank abyssinia
357,since the last update i can open the app crashes a lot and omg its being very slow opening and loading,negative,-0.13000000000000003,Bank of Abyssinia,"['Transaction Performance', 'Feature Requests']","['update', 'open', 'app', 'crash', 'lot', 'omg', 'slow', 'opening', 'loading']",update open app crash lot omg slow opening loading
358,none,neutral,0.0,Bank of Abyssinia,['Other'],[],
359,very good app i ever used,positive,0.9099999999999999,Bank of Abyssinia,['Other'],"['good', 'app']",good app
360,its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,positive,0.3666666666666667,Bank of Abyssinia,['Transaction Performance'],"['nice', 'app', 'transaction', 'limit', 'extend', 'face', 'respond', 'activation', 'mobile', 'phone', 'try', 'safe']",nice app especially transaction limit extend face boa app respond activation stage strictly smsng mobile phone try safe
361,zedo,neutral,0.0,Bank of Abyssinia,['Other'],[],zedo
362,please open my mobile app,neutral,0.0,Bank of Abyssinia,['Other'],"['open', 'mobile', 'app']",open mobile app
363,it doesn't open,neutral,0.0,Bank of Abyssinia,['Other'],['open'],open
364,masha alla,neutral,0.0,Bank of Abyssinia,['Other'],[],masha alla
365,Best banking transaction application in Ethiopia !,positive,1.0,Bank of Abyssinia,['Transaction Performance'],"['good', 'banking', 'transaction', 'application']",good banking transaction application ethiopia
366,tamaam kamal,neutral,0.0,Bank of Abyssinia,['Other'],[],tamaam kamal
367,absiniya banki,neutral,0.0,Bank of Abyssinia,['Other'],[],absiniya banki
368,has issue after installation and i think it doesn't work with tecno common 30,negative,-0.3,Bank of Abyssinia,['Other'],"['issue', 'installation', 'think', 'work', 'common']",issue installation think work tecno common
369,One of the best in this business,positive,1.0,Bank of Abyssinia,['Other'],"['good', 'business']",good business
370,besat🥰,neutral,0.0,Bank of Abyssinia,['Other'],['besat'],besat
371,unlimited experience,neutral,0.0,Bank of Abyssinia,['Other'],"['unlimited', 'experience']",unlimited experience
372,"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",positive,0.2333333333333333,Bank of Abyssinia,"['Account Access Issues', 'Transaction Performance', 'Feature Requests']","['hire', 'good', 'job', 'joke', 'log', 'transfer', 'crash', 'fix', 'app', 'update', 'review', 'count', 'boa', 'update', 'atleast', 'fix', 'suggestion', 'password', 'final', 'step', 'send', 'money', 'feel', 'secure', 'way']",bank u hire good job bc joke nowadays log transfer crash u fix app update review count u boa update atleast fix suggestion u password final step send money feel secure way
373,very nice mobile banking app my favourite,positive,0.78,Bank of Abyssinia,['Other'],"['mobile', 'banking', 'app', 'favourite']",nice mobile banking app favourite
374,"it almost never boots up!!! and even if it did, it crashes immediately",neutral,0.0,Bank of Abyssinia,['Other'],"['boot', 'crash']",boot crash immediately
375,best apps,positive,1.0,Bank of Abyssinia,['Other'],"['good', 'app']",good app
376,the worst app ever to exist in a bank history,negative,-1.0,Bank of Abyssinia,['Other'],"['bad', 'app', 'exist', 'bank', 'history']",bad app exist bank history
377,Best mobile app in the country,positive,1.0,Bank of Abyssinia,['Other'],"['good', 'app', 'country']",good mobile app country
378,not fast,negative,-0.1,Bank of Abyssinia,['Other'],['fast'],fast
379,keeps freezing at the front page.,neutral,0.0,Bank of Abyssinia,['Other'],"['freeze', 'page']",keep freeze page
380,it is not working on redminote 11 pro+ pls fix it,neutral,0.0,Bank of Abyssinia,['Other'],"['work', 'redminote', 'fix']",work redminote pls fix
381,abseniya bank app,neutral,0.0,Bank of Abyssinia,['Other'],[],abseniya bank app
382,yes goode app,neutral,0.0,Bank of Abyssinia,['Other'],[],yes goode app
383,Great App,positive,0.8,Bank of Abyssinia,['Other'],"['great', 'app']",great app
384,1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,negative,-0.33999999999999997,Bank of Abyssinia,"['Account Access Issues', 'Transaction Performance', 'Feature Requests']","['crash', 'century', 'boot', 'require', 'update', 'ask', 'password', 'step', 'confirmation', 'transfer', 'money', 'stop', 'music', 'app', 'launch', 'matter', 'fyi', 'overall', 'bad', 'mobile', 'banking', 'app', 'try', 'release', 'bug', 'issue']",crash repeatedly take century boot repeatedly require update annoying ask password step confirmation transfer money automatically stop music app launch matter fyi overall bad mobile banking app try far release bug issue
385,The Worst Mobile Banking App.,negative,-1.0,Bank of Abyssinia,['Other'],"['bad', 'mobile', 'banking', 'app']",worst mobile banking app
386,giod,neutral,0.0,Bank of Abyssinia,['Other'],[],giod
387,best bank in ethiopia,positive,1.0,Bank of Abyssinia,['Other'],['ethiopia'],good bank ethiopia
388,waqayyoo,neutral,0.0,Bank of Abyssinia,['Other'],[],waqayyoo
389,please is not working,neutral,0.0,Bank of Abyssinia,['Other'],['work'],work
390,nothing when I need to install the Apk it say that re-up date,neutral,0.0,Bank of Abyssinia,['Other'],"['install', 'apk', 'date']",need install apk date
391,I can log in from any where,neutral,0.0,Bank of Abyssinia,['Other'],['log'],log
392,no proplem,neutral,0.0,Bank of Abyssinia,['Other'],['proplem'],proplem
393,good work,positive,0.7,Bank of Abyssinia,['Other'],"['good', 'work']",good work
394,Great BoA,positive,0.8,Bank of Abyssinia,['Other'],"['great', 'boa']",great boa
395,Okay,positive,0.5,Bank of Abyssinia,['Other'],[],okay
396,not working,neutral,0.0,Bank of Abyssinia,['Other'],['work'],work
397,This App is Getting worse and worse with every update,negative,-0.4,Bank of Abyssinia,['Feature Requests'],"['app', 'bad', 'bad', 'update']",app get bad bad update
398,meku,neutral,0.0,Bank of Abyssinia,['Other'],[],meku
399,awasome app go a head,neutral,0.0,Bank of Abyssinia,['Other'],['head'],awasome app head
400,it sucks as hell. it crashes most of the time and takes a long time to load .,positive,0.05000000000000001,Bank of Abyssinia,['Other'],"['crash', 'time', 'long', 'time', 'load']",suck hell crash time take long time load
401,"The App is nice and easy to use but after some time it crushed and said ""Error check your device connectivity"" please fix it",positive,0.31111111111111106,Bank of Abyssinia,['Other'],"['nice', 'easy', 'use', 'time', 'crush', 'error', 'check', 'device', 'connectivity', 'fix']",app nice easy use time crush say error check device connectivity fix
402,Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,positive,0.42833333333333334,Bank of Abyssinia,['Other'],"['easy', 'nice', 'app', 'load', 'previouse', 'recent', 'time', 'loading', 'problem', 'detect']",easy nice app load previouse recent time loading problem detect
403,"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",positive,0.07,Bank of Abyssinia,['Other'],"['bad', 'mba', 'experience', 'app', 'crush', 'fix', 'problem', 'week']",bad mba experience app crush frequently long fix problem week
404,amazing Banks App👌👌,positive,0.6000000000000001,Bank of Abyssinia,['Other'],"['amazing', 'bank', 'app']",amazing banks app
405,good App fore me,positive,0.7,Bank of Abyssinia,['Other'],"['good', 'app', 'fore']",good app fore
406,"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",positive,0.2,Bank of Abyssinia,['Feature Requests'],"['uninterested', 'work', 'developer', 'mode', 'developer', 'option', 'prefer', 'uninstall', 'app']",uninterested work developer mode developer option prefer uninstall app
407,fantastic,positive,0.4,Bank of Abyssinia,['Other'],[],fantastic
408,it's nice to use.,positive,0.6,Bank of Abyssinia,['Other'],"['nice', 'use']",nice use
409,app doesn't start,neutral,0.0,Bank of Abyssinia,['Other'],"['app', 'start']",app start
410,Excellent application,positive,1.0,Bank of Abyssinia,['Other'],"['excellent', 'application']",excellent application
411,its very bad app its very slow,negative,-0.6499999999999999,Bank of Abyssinia,['Transaction Performance'],"['bad', 'app', 'slow']",bad app slow
412,Good job!,positive,0.875,Bank of Abyssinia,['Other'],"['good', 'job']",good job
